Gas,Source,T_K,T_C,P_Pa,P_bar,x_gas_exp,y_H2O_exp,kij_AQ,kij_AQ_conv,kij_NA,kij_NA_conv
H2,Suciu 1951,367.00,93.85,13789000,137.89,2.429239e-03,,-0.674383,True,,False
H2,Suciu 1951,367.00,93.85,20684000,206.84,3.860000e-03,,-0.703796,True,,False
H2,Suciu 1951,367.60,94.45,13789000,137.89,,6.500000e-03,,False,0.751140,True
H2,Suciu 1951,387.60,114.45,20684000,206.84,4.280000e-03,,-0.602709,True,,False
H2,Suciu 1951,391.50,118.35,10342000,103.42,1.718308e-03,,-0.473222,True,,False
H2,Suciu 1951,392.00,118.85,6895000,68.95,,3.100000e-02,,False,0.205989,True
H2,Suciu 1951,393.15,120.00,6895000,68.95,1.030111e-03,,-0.412278,True,,False
H2,Suciu 1951,395.40,122.25,13789000,137.89,2.326612e-03,,-0.455629,True,,False
H2,Suciu 1951,396.50,123.35,13789000,137.89,,1.890000e-02,,False,0.431604,True
H2,Suciu 1951,420.40,147.25,6895000,68.95,1.299175e-03,,-0.294254,True,,False
H2,Suciu 1951,420.90,147.75,6895000,68.95,,6.700000e-02,,False,0.413670,True
H2,Suciu 1951,422.00,148.85,3447000,34.47,4.677751e-04,,-0.124612,True,,False
H2,Suciu 1951,422.00,148.85,13789000,137.89,,4.000000e-02,,False,0.267277,True
H2,Suciu 1951,424.80,151.65,13789000,137.89,2.642321e-03,,-0.278659,True,,False
H2,Suciu 1951,424.80,151.65,20684000,206.84,5.180000e-03,,-0.411193,True,,False
H2,Suciu 1951,444.30,171.15,20684000,206.84,,3.500000e-02,,False,1.313367,True
H2,Suciu 1951,449.80,176.65,3447000,34.47,4.598503e-04,,0.149361,True,,False
H2,Suciu 1951,452.60,179.45,6895000,68.95,1.504831e-03,,-0.084061,True,,False
H2,Suciu 1951,454.80,181.65,6895000,68.95,,1.500000e-01,,False,-0.209334,True
H2,Suciu 1951,477.60,204.45,3447000,34.47,3.964478e-04,,0.541879,True,,False
H2,Suciu 1951,477.60,204.45,6895000,68.95,1.662971e-03,2.630000e-01,0.108245,True,-0.242941,True
H2,Suciu 1951,478.15,205.00,13789000,137.89,,1.310000e-01,,False,0.386994,True
H2,Suciu 1951,478.70,205.55,13789000,137.89,,1.440000e-01,,False,0.333288,True
H2,Suciu 1951,479.30,206.15,13789000,137.89,3.706367e-03,,0.045093,True,,False
H2,Suciu 1951,480.40,207.25,20684000,206.84,7.180000e-03,1.010000e-01,-0.103695,True,0.619834,True
H2,Suciu 1951,483.15,210.00,10342000,103.42,2.697550e-03,,0.111629,True,,False
H2,Torín-Ollarves 2021,323.15,50.00,15800000,158.00,2.016000e-03,1.000000e-03,-0.857049,True,0.513871,True
H2,Torín-Ollarves 2021,323.15,50.00,32970000,329.70,4.062000e-03,6.000000e-04,-0.865179,True,0.491993,True
H2,Torín-Ollarves 2021,423.15,150.00,11240000,112.40,2.047000e-03,4.770000e-02,-0.264456,True,0.335794,True
H2,Torín-Ollarves 2021,423.15,150.00,19230000,192.30,3.525000e-03,2.550000e-02,-0.282111,True,0.892503,True
H2,Torín-Ollarves 2021,423.15,150.00,24880000,248.80,4.529000e-03,2.410000e-02,-0.288846,True,0.484634,True
H2,Wiebe 1932,298.15,25.00,2533000,25.33,3.110000e-04,,-0.983647,True,,False
H2,Wiebe 1932,298.15,25.00,5066000,50.66,6.190000e-04,,-0.985724,True,,False
H2,Wiebe 1932,298.15,25.00,10130000,101.30,1.233000e-03,,-0.991041,True,,False
H2,Wiebe 1932,298.15,25.00,20260000,202.60,2.417000e-03,,-0.997071,True,,False
H2,Wiebe 1932,298.15,25.00,40530000,405.30,4.673000e-03,,-1.006974,True,,False
H2,Wiebe 1932,298.15,25.00,60790000,607.90,6.799000e-03,,-1.014545,True,,False
H2,Wiebe 1932,298.15,25.00,81060000,810.60,8.825000e-03,,-1.020903,True,,False
H2,Wiebe 1932,298.15,25.00,101330000,1013.30,1.074500e-02,,-1.025958,True,,False
H2,Wiebe 1934,273.15,0.00,2533000,25.33,3.830000e-04,,-1.178939,True,,False
H2,Wiebe 1934,273.15,0.00,5066000,50.66,7.680000e-04,,-1.182750,True,,False
H2,Wiebe 1934,273.15,0.00,10133000,101.33,1.520000e-03,,-1.186194,True,,False
H2,Wiebe 1934,273.15,0.00,20265000,202.65,2.983000e-03,,-1.192187,True,,False
H2,Wiebe 1934,273.15,0.00,40530000,405.30,5.690000e-03,,-1.197934,True,,False
H2,Wiebe 1934,273.15,0.00,60795000,607.95,8.239000e-03,,-1.203132,True,,False
H2,Wiebe 1934,273.15,0.00,81060000,810.60,1.061900e-02,,-1.206578,True,,False
H2,Wiebe 1934,273.15,0.00,101325000,1013.25,1.270000e-02,,-1.206379,True,,False
H2,Wiebe 1934,298.15,25.00,2533000,25.33,3.110000e-04,,-0.983647,True,,False
H2,Wiebe 1934,298.15,25.00,5066000,50.66,6.190000e-04,,-0.985724,True,,False
H2,Wiebe 1934,298.15,25.00,10133000,101.33,1.233000e-03,,-0.990965,True,,False
H2,Wiebe 1934,298.15,25.00,20265000,202.65,2.417000e-03,,-0.997011,True,,False
H2,Wiebe 1934,298.15,25.00,40530000,405.30,4.673000e-03,,-1.006974,True,,False
H2,Wiebe 1934,298.15,25.00,60795000,607.95,6.799000e-03,,-1.014528,True,,False
H2,Wiebe 1934,298.15,25.00,81060000,810.60,8.825000e-03,,-1.020903,True,,False
H2,Wiebe 1934,298.15,25.00,101325000,1013.25,1.074500e-02,,-1.025967,True,,False
H2,Wiebe 1934,323.15,50.00,2533000,25.33,2.900000e-04,,-0.807283,True,,False
H2,Wiebe 1934,323.15,50.00,5066000,50.66,5.780000e-04,,-0.809832,True,,False
H2,Wiebe 1934,323.15,50.00,10133000,101.33,1.151000e-03,,-0.815314,True,,False
H2,Wiebe 1934,323.15,50.00,20265000,202.65,2.256000e-03,,-0.821698,True,,False
H2,Wiebe 1934,323.15,50.00,40530000,405.30,4.387000e-03,,-0.834496,True,,False
H2,Wiebe 1934,323.15,50.00,60795000,607.95,6.402000e-03,,-0.844215,True,,False
H2,Wiebe 1934,323.15,50.00,81060000,810.60,8.316000e-03,,-0.852174,True,,False
H2,Wiebe 1934,323.15,50.00,101325000,1013.25,1.018800e-02,,-0.860292,True,,False
H2,Wiebe 1934,348.15,75.00,2533000,25.33,2.950000e-04,,-0.643852,True,,False
H2,Wiebe 1934,348.15,75.00,5066000,50.66,5.900000e-04,,-0.647716,True,,False
H2,Wiebe 1934,348.15,75.00,10132000,101.32,1.173000e-03,,-0.653110,True,,False
H2,Wiebe 1934,348.15,75.00,20265000,202.65,2.310000e-03,,-0.661548,True,,False
H2,Wiebe 1934,348.15,75.00,40530000,405.30,4.487000e-03,,-0.675546,True,,False
H2,Wiebe 1934,348.15,75.00,60795000,607.95,6.545000e-03,,-0.686723,True,,False
H2,Wiebe 1934,348.15,75.00,81060000,810.60,8.504000e-03,,-0.696340,True,,False
H2,Wiebe 1934,348.15,75.00,101325000,1013.25,1.038500e-02,,-0.705115,True,,False
H2,Wiebe 1934,373.15,100.00,2533000,25.33,3.300000e-04,,-0.503292,True,,False
H2,Wiebe 1934,373.15,100.00,5066000,50.66,6.510000e-04,,-0.502370,True,,False
H2,Wiebe 1934,373.15,100.00,10132000,101.32,1.288000e-03,,-0.506442,True,,False
H2,Wiebe 1934,373.15,100.00,20265000,202.65,2.526000e-03,,-0.514234,True,,False
H2,Wiebe 1934,373.15,100.00,40530000,405.30,4.865000e-03,,-0.527050,True,,False
H2,Wiebe 1934,373.15,100.00,60795000,607.95,7.091000e-03,,-0.539872,True,,False
H2,Wiebe 1934,373.15,100.00,81060000,810.60,9.190000e-03,,-0.550465,True,,False
H2,Wiebe 1934,373.15,100.00,101325000,1013.25,1.114700e-02,,-0.558721,True,,False
H2S,Barrett 1988,296.65,23.50,101325,1.01,1.839000e-03,,-0.032500,True,,False
H2S,Barrett 1988,297.15,24.00,101325,1.01,1.829000e-03,,-0.032378,True,,False
H2S,Barrett 1988,298.15,25.00,101325,1.01,1.573000e-03,,-0.024321,True,,False
H2S,Barrett 1988,299.65,26.50,101325,1.01,1.726000e-03,,-0.030014,True,,False
H2S,Barrett 1988,300.65,27.50,101325,1.01,1.636000e-03,,-0.027323,True,,False
H2S,Barrett 1988,332.15,59.00,101325,1.01,8.050000e-04,,0.010233,True,,False
H2S,Barrett 1988,333.15,60.00,101325,1.01,7.860000e-04,,0.011782,True,,False
H2S,Barrett 1988,334.15,61.00,101325,1.01,7.530000e-04,,0.014633,True,,False
H2S,Barrett 1988,354.15,81.00,101325,1.01,3.680000e-04,,0.067917,True,,False
H2S,Barrett 1988,367.15,94.00,101325,1.01,1.700000e-04,,0.133361,True,,False
H2S,Barrett 1988,367.65,94.50,101325,1.01,1.610000e-04,,0.138024,True,,False
H2S,Gillespie 1980,310.93,37.78,345000,3.45,4.370000e-03,2.019000e-02,-0.015460,True,-0.156099,True
H2S,Gillespie 1980,310.93,37.78,827000,8.27,1.060000e-02,9.040000e-03,-0.014917,True,-0.074829,True
H2S,Gillespie 1980,310.93,37.78,1379000,13.79,1.750000e-02,5.920000e-03,-0.013053,True,-0.054215,True
H2S,Gillespie 1980,310.93,37.78,1931000,19.31,2.280000e-02,4.510000e-03,-0.008249,True,0.003539,True
H2S,Gillespie 1980,310.93,37.78,2482000,24.82,3.050000e-02,3.750000e-03,-0.009279,True,0.044488,True
H2S,Gillespie 1980,366.48,93.33,827000,8.27,4.830000e-03,1.035000e-01,0.033707,True,-0.034771,True
H2S,Gillespie 1980,366.48,93.33,2068000,20.68,1.460000e-02,4.395000e-02,0.019741,True,0.192238,True
H2S,Gillespie 1980,366.48,93.33,4137000,41.37,2.520000e-02,2.442000e-02,0.029880,True,0.257944,True
H2S,Gillespie 1980,366.48,93.33,5792000,57.92,3.350000e-02,2.149000e-02,0.031782,True,0.169736,True
H2S,Gillespie 1980,366.48,93.33,7447000,74.47,4.100000e-02,2.070000e-02,0.031935,True,0.160458,True
H2S,Gillespie 1980,422.04,148.89,3103000,31.03,1.300000e-02,1.745000e-01,0.079329,True,0.096475,True
H2S,Gillespie 1980,422.04,148.89,10342000,103.42,4.300000e-02,8.120000e-02,0.074724,True,0.158703,True
H2S,Gillespie 1980,477.59,204.44,3103000,31.03,6.380000e-03,6.074000e-01,0.209416,True,-0.165904,True
H2S,Gillespie 1980,477.59,204.44,6550000,65.50,2.060000e-02,3.257000e-01,0.154419,True,0.128525,True
H2S,Gillespie 1980,477.59,204.44,10342000,103.42,2.820000e-02,2.412000e-01,0.167987,True,0.172317,True
H2S,Gillespie 1980,533.15,260.00,10342000,103.42,1.900000e-02,5.634000e-01,0.325493,True,0.191402,True
H2S,Gillespie 1980,588.71,315.56,13790000,137.90,1.010000e-02,8.519000e-01,0.735610,True,0.061030,True
H2S,Koschel 2013,323.10,49.95,1720000,17.20,1.750000e-02,,-0.002604,True,,False
H2S,Koschel 2013,323.10,49.95,1840000,18.40,1.870000e-02,,-0.002398,True,,False
H2S,Koschel 2013,323.10,49.95,7830000,78.30,3.880000e-02,,-0.003679,True,,False
H2S,Koschel 2013,323.10,49.95,13600000,136.00,3.900000e-02,,-0.002394,True,,False
H2S,Koschel 2013,353.10,79.95,14020000,140.20,4.380000e-02,,0.021633,True,,False
H2S,Koschel 2013,353.10,79.95,19160000,191.60,4.430000e-02,,0.023008,True,,False
H2S,Koschel 2013,353.10,79.95,25450000,254.50,4.600000e-02,,0.023083,True,,False
H2S,Koschel 2013,353.10,79.95,30860000,308.60,4.710000e-02,,0.023366,True,,False
H2S,Koschel 2013,393.10,119.95,13580000,135.80,5.540000e-02,,0.047405,True,,False
H2S,Koschel 2013,393.10,119.95,19860000,198.60,5.700000e-02,,0.051978,True,,False
H2S,Koschel 2013,393.10,119.95,25480000,254.80,5.850000e-02,,0.054146,True,,False
H2S,Koschel 2013,393.10,119.95,30270000,302.70,6.030000e-02,,0.054925,True,,False
H2S,Lee 1977,303.20,30.05,1659500,16.59,2.453000e-02,,-0.018038,True,,False
H2S,Lee 1977,303.20,30.05,1758900,17.59,2.582000e-02,,-0.017421,True,,False
H2S,Lee 1977,303.20,30.05,1900500,19.00,2.806000e-02,,-0.017283,True,,False
H2S,Lee 1977,303.20,30.05,1945300,19.45,2.873000e-02,,-0.017167,True,,False
H2S,Lee 1977,303.20,30.05,1955900,19.56,2.833000e-02,,-0.016246,True,,False
H2S,Lee 1977,303.20,30.05,1997000,19.97,2.956000e-02,,-0.017123,True,,False
H2S,Lee 1977,303.20,30.05,2034300,20.34,2.993000e-02,,-0.016743,True,,False
H2S,Lee 1977,303.20,30.05,2059100,20.59,3.054000e-02,,-0.017037,True,,False
H2S,Lee 1977,303.20,30.05,2079100,20.79,3.063000e-02,,-0.016679,True,,False
H2S,Lee 1977,303.20,30.05,2106700,21.07,3.077000e-02,,-0.016218,True,,False
H2S,Lee 1977,303.20,30.05,2169000,21.69,3.195000e-02,,-0.016428,True,,False
H2S,Lee 1977,303.20,30.05,2262100,22.62,3.275000e-02,,-0.015421,True,,False
H2S,Lee 1977,303.20,30.05,2265500,22.66,3.292000e-02,,-0.015573,True,,False
H2S,Lee 1977,313.20,40.05,472000,4.72,6.200000e-03,,-0.017805,True,,False
H2S,Lee 1977,313.20,40.05,730400,7.30,9.150000e-03,,-0.014389,True,,False
H2S,Lee 1977,313.20,40.05,970800,9.71,1.249000e-02,,-0.015303,True,,False
H2S,Lee 1977,313.20,40.05,1070600,10.71,1.373000e-02,,-0.014875,True,,False
H2S,Lee 1977,313.20,40.05,1133000,11.33,1.434000e-02,,-0.013999,True,,False
H2S,Lee 1977,313.20,40.05,1235800,12.36,1.565000e-02,,-0.013785,True,,False
H2S,Lee 1977,313.20,40.05,1469900,14.70,1.810000e-02,,-0.011753,True,,False
H2S,Lee 1977,313.20,40.05,1534600,15.35,1.950000e-02,,-0.013277,True,,False
H2S,Lee 1977,313.20,40.05,1583100,15.83,1.979000e-02,,-0.012308,True,,False
H2S,Lee 1977,313.20,40.05,1609100,16.09,1.941000e-02,,-0.010379,True,,False
H2S,Lee 1977,313.20,40.05,1636800,16.37,1.975000e-02,,-0.010340,True,,False
H2S,Lee 1977,313.20,40.05,1671500,16.71,2.061000e-02,,-0.011403,True,,False
H2S,Lee 1977,313.20,40.05,1707200,17.07,2.077000e-02,,-0.010633,True,,False
H2S,Lee 1977,313.20,40.05,1788300,17.88,2.126000e-02,,-0.009283,True,,False
H2S,Lee 1977,313.20,40.05,1892800,18.93,2.282000e-02,,-0.009813,True,,False
H2S,Lee 1977,313.20,40.05,1934100,19.34,2.334000e-02,,-0.009785,True,,False
H2S,Lee 1977,313.20,40.05,1983100,19.83,2.398000e-02,,-0.009798,True,,False
H2S,Lee 1977,313.20,40.05,2052200,20.52,2.408000e-02,,-0.008162,True,,False
H2S,Lee 1977,313.20,40.05,2061300,20.61,2.517000e-02,,-0.010145,True,,False
H2S,Lee 1977,313.20,40.05,2100800,21.01,2.546000e-02,,-0.009698,True,,False
H2S,Lee 1977,313.20,40.05,2128300,21.28,2.529000e-02,,-0.008668,True,,False
H2S,Lee 1977,313.20,40.05,2227000,22.27,2.612000e-02,,-0.007862,True,,False
H2S,Lee 1977,313.20,40.05,2417400,24.17,2.826000e-02,,-0.007420,True,,False
H2S,Lee 1977,313.20,40.05,2452900,24.53,2.822000e-02,,-0.006596,True,,False
H2S,Lee 1977,313.20,40.05,2458900,24.59,2.926000e-02,,-0.008214,True,,False
H2S,Lee 1977,313.20,40.05,2479400,24.79,2.873000e-02,,-0.006907,True,,False
H2S,Lee 1977,313.20,40.05,2561600,25.62,2.983000e-02,,-0.007034,True,,False
H2S,Lee 1977,323.10,49.95,718300,7.18,7.830000e-03,,-0.008190,True,,False
H2S,Lee 1977,323.10,49.95,892900,8.93,9.630000e-03,,-0.007231,True,,False
H2S,Lee 1977,323.10,49.95,1005500,10.05,1.090000e-02,,-0.007340,True,,False
H2S,Lee 1977,323.10,49.95,1165500,11.65,1.231000e-02,,-0.005535,True,,False
H2S,Lee 1977,323.10,49.95,1510900,15.11,1.525000e-02,,-0.002410,True,,False
H2S,Lee 1977,323.10,49.95,1683200,16.83,1.750000e-02,,-0.003873,True,,False
H2S,Lee 1977,323.10,49.95,1848400,18.48,1.878000e-02,,-0.002372,True,,False
H2S,Lee 1977,323.10,49.95,1928100,19.28,1.997000e-02,,-0.003343,True,,False
H2S,Lee 1977,323.10,49.95,1940100,19.40,1.996000e-02,,-0.002956,True,,False
H2S,Lee 1977,323.10,49.95,1976300,19.76,1.975000e-02,,-0.001311,True,,False
H2S,Lee 1977,323.10,49.95,2010100,20.10,2.022000e-02,,-0.001637,True,,False
H2S,Lee 1977,323.10,49.95,2048100,20.48,2.048000e-02,,-0.001270,True,,False
H2S,Lee 1977,323.10,49.95,2133800,21.34,2.114000e-02,,-0.000678,True,,False
H2S,Lee 1977,323.10,49.95,2178000,21.78,2.210000e-02,,-0.001932,True,,False
H2S,Lee 1977,323.10,49.95,2265800,22.66,2.327000e-02,,-0.002489,True,,False
H2S,Lee 1977,323.10,49.95,2383100,23.83,2.383000e-02,,-0.000947,True,,False
H2S,Lee 1977,323.10,49.95,2482500,24.82,2.458000e-02,,-0.000337,True,,False
H2S,Lee 1977,323.10,49.95,2518300,25.18,2.437000e-02,,0.000902,True,,False
H2S,Lee 1977,323.10,49.95,2637100,26.37,2.594000e-02,,0.000124,True,,False
H2S,Lee 1977,323.10,49.95,2658100,26.58,2.564000e-02,,0.001161,True,,False
H2S,Lee 1977,323.10,49.95,2711200,27.11,2.640000e-02,,0.000701,True,,False
H2S,Lee 1977,323.10,49.95,2744500,27.45,2.743000e-02,,-0.000624,True,,False
H2S,Lee 1977,323.10,49.95,2755400,27.55,2.710000e-02,,0.000213,True,,False
H2S,Lee 1977,323.10,49.95,2808400,28.08,2.742000e-02,,0.000622,True,,False
H2S,Lee 1977,323.10,49.95,2816500,28.16,2.722000e-02,,0.001153,True,,False
H2S,Lee 1977,323.10,49.95,2893700,28.94,2.822000e-02,,0.000733,True,,False
H2S,Lee 1977,333.20,60.05,240600,2.41,2.110000e-03,,0.003672,True,,False
H2S,Lee 1977,333.20,60.05,406100,4.06,3.650000e-03,,0.002227,True,,False
H2S,Lee 1977,333.20,60.05,575000,5.75,5.300000e-03,,0.000775,True,,False
H2S,Lee 1977,333.20,60.05,836900,8.37,7.690000e-03,,0.001294,True,,False
H2S,Lee 1977,333.20,60.05,1195400,11.95,1.100000e-02,,0.001608,True,,False
H2S,Lee 1977,333.20,60.05,1541700,15.42,1.425000e-02,,0.001695,True,,False
H2S,Lee 1977,333.20,60.05,1650400,16.50,1.546000e-02,,0.000995,True,,False
H2S,Lee 1977,333.20,60.05,1762300,17.62,1.626000e-02,,0.002022,True,,False
H2S,Lee 1977,333.20,60.05,1914000,19.14,1.779000e-02,,0.001726,True,,False
H2S,Lee 1977,333.20,60.05,2015600,20.16,1.858000e-02,,0.002309,True,,False
H2S,Lee 1977,333.20,60.05,2077600,20.78,1.913000e-02,,0.002429,True,,False
H2S,Lee 1977,333.20,60.05,2105200,21.05,1.951000e-02,,0.002072,True,,False
H2S,Lee 1977,333.20,60.05,2148400,21.48,1.967000e-02,,0.002820,True,,False
H2S,Lee 1977,333.20,60.05,2284500,22.84,2.118000e-02,,0.002201,True,,False
H2S,Lee 1977,333.20,60.05,2325800,23.26,2.141000e-02,,0.002645,True,,False
H2S,Lee 1977,333.20,60.05,2348400,23.48,2.127000e-02,,0.003598,True,,False
H2S,Lee 1977,333.20,60.05,2444000,24.44,2.221000e-02,,0.003471,True,,False
H2S,Lee 1977,333.20,60.05,2554300,25.54,2.304000e-02,,0.003966,True,,False
H2S,Lee 1977,333.20,60.05,2560300,25.60,2.292000e-02,,0.004400,True,,False
H2S,Lee 1977,333.20,60.05,2569000,25.69,2.328000e-02,,0.003713,True,,False
H2S,Lee 1977,333.20,60.05,2679600,26.80,2.436000e-02,,0.003599,True,,False
H2S,Lee 1977,333.20,60.05,2693100,26.93,2.438000e-02,,0.003843,True,,False
H2S,Lee 1977,333.20,60.05,2843200,28.43,2.562000e-02,,0.004182,True,,False
H2S,Lee 1977,333.20,60.05,2871300,28.71,2.615000e-02,,0.003606,True,,False
H2S,Lee 1977,333.20,60.05,3038100,30.38,2.717000e-02,,0.004684,True,,False
H2S,Lee 1977,333.20,60.05,3098600,30.99,2.765000e-02,,0.004826,True,,False
H2S,Lee 1977,333.20,60.05,3174700,31.75,2.821000e-02,,0.005080,True,,False
H2S,Lee 1977,333.20,60.05,3210500,32.10,2.863000e-02,,0.004897,True,,False
H2S,Lee 1977,333.20,60.05,3250000,32.50,2.922000e-02,,0.004468,True,,False
H2S,Lee 1977,333.20,60.05,3257100,32.57,2.885000e-02,,0.005275,True,,False
H2S,Lee 1977,333.20,60.05,3326100,33.26,2.974000e-02,,0.004786,True,,False
H2S,Lee 1977,333.20,60.05,3415700,34.16,3.046000e-02,,0.004948,True,,False
H2S,Lee 1977,333.20,60.05,3457100,34.57,3.052000e-02,,0.005490,True,,False
H2S,Lee 1977,333.20,60.05,3498700,34.99,3.102000e-02,,0.005269,True,,False
H2S,Lee 1977,333.20,60.05,3961900,39.62,3.402000e-02,,0.006909,True,,False
H2S,Lee 1977,333.20,60.05,4003600,40.04,3.425000e-02,,0.007090,True,,False
H2S,Lee 1977,333.20,60.05,4111800,41.12,3.487000e-02,,0.007496,True,,False
H2S,Lee 1977,333.20,60.05,4160700,41.61,3.516000e-02,,0.007655,True,,False
H2S,Lee 1977,333.20,60.05,4224100,42.24,3.525000e-02,,0.008259,True,,False
H2S,Lee 1977,344.20,71.05,374800,3.75,2.770000e-03,,0.014926,True,,False
H2S,Lee 1977,344.20,71.05,546300,5.46,4.210000e-03,,0.012108,True,,False
H2S,Lee 1977,344.20,71.05,760900,7.61,5.830000e-03,,0.012644,True,,False
H2S,Lee 1977,344.20,71.05,802200,8.02,6.220000e-03,,0.011854,True,,False
H2S,Lee 1977,344.20,71.05,829000,8.29,6.470000e-03,,0.011425,True,,False
H2S,Lee 1977,344.20,71.05,1022900,10.23,7.830000e-03,,0.012863,True,,False
H2S,Lee 1977,344.20,71.05,1050500,10.51,8.140000e-03,,0.012053,True,,False
H2S,Lee 1977,344.20,71.05,1132400,11.32,9.140000e-03,,0.009360,True,,False
H2S,Lee 1977,344.20,71.05,1450300,14.50,1.147000e-02,,0.010925,True,,False
H2S,Lee 1977,344.20,71.05,1492000,14.92,1.184000e-02,,0.010726,True,,False
H2S,Lee 1977,344.20,71.05,1518500,15.19,1.210000e-02,,0.010471,True,,False
H2S,Lee 1977,344.20,71.05,1780500,17.80,1.429000e-02,,0.010156,True,,False
H2S,Lee 1977,344.20,71.05,1905700,19.06,1.478000e-02,,0.012422,True,,False
H2S,Lee 1977,344.20,71.05,2181400,21.81,1.720000e-02,,0.011482,True,,False
H2S,Lee 1977,344.20,71.05,2214900,22.15,1.735000e-02,,0.011906,True,,False
H2S,Lee 1977,344.20,71.05,2511300,25.11,1.981000e-02,,0.011570,True,,False
H2S,Lee 1977,344.20,71.05,2636500,26.36,2.012000e-02,,0.013644,True,,False
H2S,Lee 1977,344.20,71.05,2877500,28.77,2.230000e-02,,0.012736,True,,False
H2S,Lee 1977,344.20,71.05,2919200,29.19,2.280000e-02,,0.012269,True,,False
H2S,Lee 1977,344.20,71.05,3091500,30.91,2.406000e-02,,0.012504,True,,False
H2S,Lee 1977,344.20,71.05,3215400,32.15,2.515000e-02,,0.012214,True,,False
H2S,Lee 1977,344.20,71.05,3381100,33.81,2.622000e-02,,0.012722,True,,False
H2S,Lee 1977,344.20,71.05,3546300,35.46,2.646000e-02,,0.014952,True,,False
H2S,Lee 1977,344.20,71.05,3911700,39.12,3.029000e-02,,0.012734,True,,False
H2S,Lee 1977,344.20,71.05,4194400,41.94,3.196000e-02,,0.013540,True,,False
H2S,Lee 1977,344.20,71.05,4711500,47.12,3.546000e-02,,0.013911,True,,False
H2S,Lee 1977,344.20,71.05,4757300,47.57,3.518000e-02,,0.014823,True,,False
H2S,Lee 1977,344.20,71.05,5091700,50.92,3.662000e-02,,0.015975,True,,False
H2S,Lee 1977,344.20,71.05,5112300,51.12,3.694000e-02,,0.015704,True,,False
H2S,Lee 1977,344.20,71.05,5126100,51.26,3.715000e-02,,0.015531,True,,False
H2S,Lee 1977,363.20,90.05,238200,2.38,1.260000e-03,,0.040997,True,,False
H2S,Lee 1977,363.20,90.05,514000,5.14,3.170000e-03,,0.029102,True,,False
H2S,Lee 1977,363.20,90.05,896500,8.96,5.770000e-03,,0.025928,True,,False
H2S,Lee 1977,363.20,90.05,1217100,12.17,7.930000e-03,,0.025084,True,,False
H2S,Lee 1977,363.20,90.05,1530800,15.31,1.012000e-02,,0.024084,True,,False
H2S,Lee 1977,363.20,90.05,1834200,18.34,1.217000e-02,,0.023883,True,,False
H2S,Lee 1977,363.20,90.05,1921000,19.21,,3.860000e-02,,False,0.311858,True
H2S,Lee 1977,363.20,90.05,2011000,20.11,,3.940000e-02,,False,0.191579,True
H2S,Lee 1977,363.20,90.05,2120300,21.20,1.370000e-02,,0.025820,True,,False
H2S,Lee 1977,363.20,90.05,2341000,23.41,1.522000e-02,,0.025389,True,,False
H2S,Lee 1977,363.20,90.05,2389000,23.89,,2.910000e-02,,False,0.580790,True
H2S,Lee 1977,363.20,90.05,2616600,26.17,1.729000e-02,,0.024257,True,,False
H2S,Lee 1977,363.20,90.05,2733600,27.34,1.786000e-02,,0.025041,True,,False
H2S,Lee 1977,363.20,90.05,2774900,27.75,1.823000e-02,,0.024657,True,,False
H2S,Lee 1977,363.20,90.05,2850800,28.51,1.855000e-02,,0.025316,True,,False
H2S,Lee 1977,363.20,90.05,2988900,29.89,1.959000e-02,,0.024805,True,,False
H2S,Lee 1977,363.20,90.05,3216400,32.16,2.092000e-02,,0.025300,True,,False
H2S,Lee 1977,363.20,90.05,3264400,32.64,2.142000e-02,,0.024695,True,,False
H2S,Lee 1977,363.20,90.05,3436400,34.36,2.231000e-02,,0.025381,True,,False
H2S,Lee 1977,363.20,90.05,3533300,35.33,2.300000e-02,,0.025182,True,,False
H2S,Lee 1977,363.20,90.05,3698400,36.98,2.403000e-02,,0.025262,True,,False
H2S,Lee 1977,363.20,90.05,3843200,38.43,2.481000e-02,,0.025640,True,,False
H2S,Lee 1977,363.20,90.05,4029300,40.29,2.620000e-02,,0.025105,True,,False
H2S,Lee 1977,363.20,90.05,4222400,42.22,2.749000e-02,,0.024945,True,,False
H2S,Lee 1977,363.20,90.05,4256900,42.57,2.756000e-02,,0.025292,True,,False
H2S,Lee 1977,363.20,90.05,4470600,44.71,2.841000e-02,,0.026371,True,,False
H2S,Lee 1977,363.20,90.05,4574000,45.74,2.925000e-02,,0.025913,True,,False
H2S,Lee 1977,363.20,90.05,4733500,47.34,3.006000e-02,,0.026253,True,,False
H2S,Lee 1977,363.20,90.05,4939400,49.39,3.132000e-02,,0.026205,True,,False
H2S,Lee 1977,363.20,90.05,4954200,49.54,3.129000e-02,,0.026440,True,,False
H2S,Lee 1977,363.20,90.05,5091100,50.91,3.205000e-02,,0.026536,True,,False
H2S,Lee 1977,363.20,90.05,5126500,51.27,3.223000e-02,,0.026587,True,,False
H2S,Lee 1977,363.20,90.05,5229000,52.29,3.311000e-02,,0.026065,True,,False
H2S,Lee 1977,363.20,90.05,5264400,52.64,3.323000e-02,,0.026227,True,,False
H2S,Lee 1977,363.20,90.05,5277300,52.77,3.317000e-02,,0.026474,True,,False
H2S,Lee 1977,363.20,90.05,5526000,55.26,3.438000e-02,,0.026862,True,,False
H2S,Lee 1977,363.20,90.05,5609200,56.09,3.469000e-02,,0.027133,True,,False
